flight_id,flight_number,origin,destination,origin_city,destination_city,origin_airport,destination_airport,depart_date,depart_time,arrive_time,duration_hrs,duration_mins,cabin,fare_class,base_fare,seats_available
FL08066,6E912,MAA,NYC,Chennai,New York,Chennai Intl,John F Kennedy Intl,2026-03-30,00:15,11:45,11,30,First,F,180795,64
FL08067,6E181,HKG,ICN,Hong Kong,Seoul,Hong Kong Intl,Incheon Intl,2026-06-07,20:15,23:00,2,45,Economy,Y,11416,99
FL08068,AI324,AMD,CCU,Ahmedabad,Kolkata,Sardar Vallabhbhai Patel Intl,Netaji Subhas Intl,2026-08-06,10:00,18:45,8,45,Economy,Y,3417,52
FL08069,UK566,SIN,CCU,Singapore,Kolkata,Changi,Netaji Subhas Intl,2026-03-06,12:30,18:45,6,15,Business,J,84763,126
FL08070,SG138,DOH,CCU,Doha,Kolkata,Hamad Intl,Netaji Subhas Intl,2026-04-07,11:30,16:45,5,15,First,F,186121,121
FL08071,JA275,DOH,HYD,Doha,Hyderabad,Hamad Intl,Rajiv Gandhi Intl,2026-05-10,13:15,15:45,2,30,Business,J,49693,52
FL08072,UK127,CCU,AMD,Kolkata,Ahmedabad,Netaji Subhas Intl,Sardar Vallabhbhai Patel Intl,2026-08-01,15:30,21:30,6,0,First,F,186732,135
FL08073,6E274,BLR,BKK,Bangalore,Bangkok,Kempegowda Intl,Suvarnabhumi,2026-08-08,05:00,17:00,12,0,First,F,107908,81
FL08074,SG550,ICN,LHR,Seoul,London,Incheon Intl,Heathrow,2026-04-30,03:45,13:00,9,15,Economy,Y,7842,105
FL08075,G8606,LHR,KTM,London,Kathmandu,Heathrow,Tribhuvan Intl,2026-04-22,17:45,20:15,2,30,Business,J,52749,19
FL08076,UK566,JNB,LHR,Johannesburg,London,OR Tambo Intl,Heathrow,2026-07-19,16:00,17:15,1,15,Premium Economy,W,28572,125
FL08077,6E295,DOH,DEL,Doha,New Delhi,Hamad Intl,Indira Gandhi Intl,2026-03-14,10:30,01:00,14,30,First,F,122330,116
FL08078,G8330,BLR,PEK,Bangalore,Beijing,Kempegowda Intl,Beijing Capital,2026-07-06,11:45,13:45,2,0,Economy,Y,13871,110
FL08079,AI150,DXB,COK,Dubai,Kochi,Dubai Intl,Cochin Intl,2026-07-09,12:00,18:30,6,30,Premium Economy,W,17536,145
FL08080,AI299,GOI,DAC,Goa,Dhaka,Goa Intl,Hazrat Shahjalal Intl,2026-08-16,10:30,20:45,10,15,Economy,Y,5394,13
FL08081,SG239,HYD,DXB,Hyderabad,Dubai,Rajiv Gandhi Intl,Dubai Intl,2026-05-02,22:00,23:30,1,30,Economy,Y,13666,150
FL08082,AI106,SYD,CMB,Sydney,Colombo,Kingsford Smith,Bandaranaike Intl,2026-03-20,11:00,16:15,5,15,Economy,Y,7021,13
FL08083,AI396,LHR,PEK,London,Beijing,Heathrow,Beijing Capital,2026-06-29,17:00,20:15,3,15,First,F,131923,19
FL08084,SG964,AMD,CCU,Ahmedabad,Kolkata,Sardar Vallabhbhai Patel Intl,Netaji Subhas Intl,2026-07-22,18:15,08:45,14,30,Business,J,60659,73
FL08085,9W888,HYD,DOH,Hyderabad,Doha,Rajiv Gandhi Intl,Hamad Intl,2026-03-20,12:30,19:30,7,0,Premium Economy,W,21936,78
FL08086,AI896,CCU,ICN,Kolkata,Seoul,Netaji Subhas Intl,Incheon Intl,2026-08-18,13:30,16:15,2,45,Premium Economy,W,26644,119
FL08087,9W577,DAC,HKG,Dhaka,Hong Kong,Hazrat Shahjalal Intl,Hong Kong Intl,2026-07-01,01:30,04:00,2,30,Premium Economy,W,33925,3
FL08088,SG120,HYD,NYC,Hyderabad,New York,Rajiv Gandhi Intl,John F Kennedy Intl,2026-05-15,23:30,12:15,12,45,Premium Economy,W,26070,34
FL08089,G8504,NYC,CCU,New York,Kolkata,John F Kennedy Intl,Netaji Subhas Intl,2026-04-19,12:15,01:00,12,45,Economy,Y,5458,38
FL08090,SG745,KUL,AMD,Kuala Lumpur,Ahmedabad,KLIA,Sardar Vallabhbhai Patel Intl,2026-05-12,02:30,06:00,3,30,Economy,Y,5143,46
FL08091,AI137,DXB,DEL,Dubai,New Delhi,Dubai Intl,Indira Gandhi Intl,2026-07-30,12:00,19:15,7,15,Economy,Y,9182,147
FL08092,SG727,HKG,BKK,Hong Kong,Bangkok,Hong Kong Intl,Suvarnabhumi,2026-02-28,04:30,13:15,8,45,Premium Economy,W,22907,47
FL08093,UK558,GOI,COK,Goa,Kochi,Goa Intl,Cochin Intl,2026-06-04,01:00,12:15,11,15,Economy,Y,6485,40
FL08094,AI571,NYC,CMB,New York,Colombo,John F Kennedy Intl,Bandaranaike Intl,2026-05-14,04:45,07:00,2,15,Economy,Y,8378,133
FL08095,SG349,AMD,FRA,Ahmedabad,Frankfurt,Sardar Vallabhbhai Patel Intl,Frankfurt Intl,2026-05-31,00:00,08:00,8,0,Business,J,65432,61
FL08096,JA391,BLR,SIN,Bangalore,Singapore,Kempegowda Intl,Changi,2026-06-19,12:15,17:15,5,0,Business,J,80182,134
FL08097,9W141,SIN,HYD,Singapore,Hyderabad,Changi,Rajiv Gandhi Intl,2026-05-03,04:00,15:45,11,45,Business,J,55696,2
FL08098,UK295,GOI,AMD,Goa,Ahmedabad,Goa Intl,Sardar Vallabhbhai Patel Intl,2026-04-22,09:45,21:45,12,0,Business,J,76322,112
FL08099,6E258,PNQ,JNB,Pune,Johannesburg,Pune Intl,OR Tambo Intl,2026-03-27,02:30,05:45,3,15,Business,J,41181,74
FL08100,SG773,JNB,DXB,Johannesburg,Dubai,OR Tambo Intl,Dubai Intl,2026-04-22,19:15,23:15,4,0,First,F,174998,95
FL08101,9W127,JNB,BLR,Johannesburg,Bangalore,OR Tambo Intl,Kempegowda Intl,2026-07-11,08:45,19:30,10,45,First,F,119407,5
FL08102,9W330,BOM,NRT,Mumbai,Tokyo,Chhatrapati Shivaji Intl,Narita Intl,2026-06-20,16:45,01:30,8,45,Economy,Y,14955,12
FL08103,9W514,HYD,PEK,Hyderabad,Beijing,Rajiv Gandhi Intl,Beijing Capital,2026-08-09,07:45,15:45,8,0,Premium Economy,W,30757,94
FL08104,9W460,DEL,LHR,New Delhi,London,Indira Gandhi Intl,Heathrow,2026-03-20,12:30,14:15,1,45,First,F,105883,59
FL08105,6E593,HKG,KTM,Hong Kong,Kathmandu,Hong Kong Intl,Tribhuvan Intl,2026-07-06,12:30,23:45,11,15,Business,J,66279,88
FL08106,9W279,COK,CCU,Kochi,Kolkata,Cochin Intl,Netaji Subhas Intl,2026-05-20,09:30,11:15,1,45,Premium Economy,W,19883,22
FL08107,SG806,NRT,NYC,Tokyo,New York,Narita Intl,John F Kennedy Intl,2026-04-14,18:15,06:15,12,0,Economy,Y,4504,146
FL08108,SG418,ICN,HKG,Seoul,Hong Kong,Incheon Intl,Hong Kong Intl,2026-05-31,01:30,07:45,6,15,First,F,125797,30
FL08109,6E897,DXB,HYD,Dubai,Hyderabad,Dubai Intl,Rajiv Gandhi Intl,2026-04-18,17:30,05:45,12,15,Economy,Y,9051,4
FL08110,G8791,CDG,PNQ,Paris,Pune,Charles de Gaulle,Pune Intl,2026-04-08,21:00,00:15,3,15,First,F,178175,137
FL08111,G8476,PEK,CDG,Beijing,Paris,Beijing Capital,Charles de Gaulle,2026-07-17,17:00,00:45,7,45,Premium Economy,W,23582,34
FL08112,G8371,NRT,BOM,Tokyo,Mumbai,Narita Intl,Chhatrapati Shivaji Intl,2026-04-02,13:30,03:30,14,0,First,F,109518,104
FL08113,AI628,DXB,ICN,Dubai,Seoul,Dubai Intl,Incheon Intl,2026-03-08,23:30,14:00,14,30,Premium Economy,W,27238,25
FL08114,6E324,PNQ,AUH,Pune,Abu Dhabi,Pune Intl,Abu Dhabi Intl,2026-04-23,00:15,03:45,3,30,Economy,Y,10937,1
FL08115,AI266,DAC,KTM,Dhaka,Kathmandu,Hazrat Shahjalal Intl,Tribhuvan Intl,2026-04-25,11:15,14:45,3,30,Economy,Y,5786,32
FL08116,UK417,GOI,BOM,Goa,Mumbai,Goa Intl,Chhatrapati Shivaji Intl,2026-04-04,22:30,01:30,3,0,Premium Economy,W,16393,99
FL08117,AI628,JNB,BOM,Johannesburg,Mumbai,OR Tambo Intl,Chhatrapati Shivaji Intl,2026-07-31,22:45,07:00,8,15,Premium Economy,W,26387,97
FL08118,G8576,MAA,GOI,Chennai,Goa,Chennai Intl,Goa Intl,2026-03-17,14:00,21:00,7,0,Economy,Y,12283,126
FL08119,AI601,PNQ,CDG,Pune,Paris,Pune Intl,Charles de Gaulle,2026-06-23,06:30,11:00,4,30,Business,J,66990,111
FL08120,9W408,MAA,JNB,Chennai,Johannesburg,Chennai Intl,OR Tambo Intl,2026-05-13,11:15,14:15,3,0,Economy,Y,12299,5
FL08121,AI904,AUH,MAA,Abu Dhabi,Chennai,Abu Dhabi Intl,Chennai Intl,2026-03-03,03:30,04:30,1,0,First,F,184957,5
FL08122,AI294,JNB,BLR,Johannesburg,Bangalore,OR Tambo Intl,Kempegowda Intl,2026-05-25,02:30,14:15,11,45,Economy,Y,10374,89
FL08123,AI953,MAA,GOI,Chennai,Goa,Chennai Intl,Goa Intl,2026-03-06,15:30,05:15,13,45,Premium Economy,W,18204,134
FL08124,UK584,BKK,KTM,Bangkok,Kathmandu,Suvarnabhumi,Tribhuvan Intl,2026-07-07,09:30,22:45,13,15,Premium Economy,W,29185,80
FL08125,SG271,PEK,ICN,Beijing,Seoul,Beijing Capital,Incheon Intl,2026-04-18,19:30,09:45,14,15,Premium Economy,W,28500,83
FL08126,G8954,AUH,GOI,Abu Dhabi,Goa,Abu Dhabi Intl,Goa Intl,2026-03-18,07:00,17:00,10,0,First,F,132484,57
FL08127,UK660,BLR,COK,Bangalore,Kochi,Kempegowda Intl,Cochin Intl,2026-04-13,06:00,17:15,11,15,Economy,Y,6249,138
FL08128,G8537,KUL,FRA,Kuala Lumpur,Frankfurt,KLIA,Frankfurt Intl,2026-03-07,10:00,18:00,8,0,Economy,Y,5128,12
FL08129,9W979,BLR,DEL,Bangalore,New Delhi,Kempegowda Intl,Indira Gandhi Intl,2026-06-26,22:30,03:15,4,45,Business,J,41627,8
FL08130,AI204,JNB,BOM,Johannesburg,Mumbai,OR Tambo Intl,Chhatrapati Shivaji Intl,2026-04-05,16:00,22:30,6,30,First,F,110197,82
FL08131,9W458,AMD,BKK,Ahmedabad,Bangkok,Sardar Vallabhbhai Patel Intl,Suvarnabhumi,2026-05-07,09:30,19:15,9,45,Business,J,50414,101
FL08132,6E461,GOI,DOH,Goa,Doha,Goa Intl,Hamad Intl,2026-07-11,05:30,13:15,7,45,Business,J,51959,140
FL08133,SG233,NRT,CDG,Tokyo,Paris,Narita Intl,Charles de Gaulle,2026-03-09,03:00,13:15,10,15,Premium Economy,W,22795,68
FL08134,6E845,DEL,FRA,New Delhi,Frankfurt,Indira Gandhi Intl,Frankfurt Intl,2026-05-26,17:30,05:00,11,30,First,F,124149,70
FL08135,G8581,SYD,JNB,Sydney,Johannesburg,Kingsford Smith,OR Tambo Intl,2026-05-17,07:00,15:45,8,45,Business,J,78911,10
FL08136,UK930,HYD,AUH,Hyderabad,Abu Dhabi,Rajiv Gandhi Intl,Abu Dhabi Intl,2026-08-24,05:00,12:00,7,0,Business,J,54983,143
FL08137,6E463,NYC,DXB,New York,Dubai,John F Kennedy Intl,Dubai Intl,2026-04-01,12:00,02:45,14,45,Economy,Y,11083,43
FL08138,6E826,HYD,CMB,Hyderabad,Colombo,Rajiv Gandhi Intl,Bandaranaike Intl,2026-05-05,03:45,11:15,7,30,First,F,91088,79
FL08139,G8796,CMB,DXB,Colombo,Dubai,Bandaranaike Intl,Dubai Intl,2026-05-11,20:15,04:15,8,0,First,F,141008,60
FL08140,JA555,MAA,BOM,Chennai,Mumbai,Chennai Intl,Chhatrapati Shivaji Intl,2026-06-04,11:00,15:45,4,45,Economy,Y,10841,49
FL08141,UK611,KUL,CDG,Kuala Lumpur,Paris,KLIA,Charles de Gaulle,2026-06-12,20:15,05:00,8,45,Business,J,68119,14
FL08142,G8941,DOH,KUL,Doha,Kuala Lumpur,Hamad Intl,KLIA,2026-05-02,19:30,04:45,9,15,Premium Economy,W,17444,141
FL08143,SG655,BKK,CMB,Bangkok,Colombo,Suvarnabhumi,Bandaranaike Intl,2026-05-01,15:00,22:00,7,0,Premium Economy,W,20728,149
FL08144,G8668,NRT,YYZ,Tokyo,Toronto,Narita Intl,Toronto Pearson,2026-04-21,05:45,18:30,12,45,Premium Economy,W,24872,140
FL08145,6E456,LHR,FRA,London,Frankfurt,Heathrow,Frankfurt Intl,2026-08-22,16:15,18:00,1,45,Premium Economy,W,32094,63
FL08146,9W679,CDG,HKG,Paris,Hong Kong,Charles de Gaulle,Hong Kong Intl,2026-05-20,06:15,16:30,10,15,First,F,179300,92
FL08147,9W857,SYD,ICN,Sydney,Seoul,Kingsford Smith,Incheon Intl,2026-05-04,14:15,18:15,4,0,Business,J,44515,106
FL08148,UK285,DEL,JNB,New Delhi,Johannesburg,Indira Gandhi Intl,OR Tambo Intl,2026-05-26,17:45,01:30,7,45,Business,J,59039,31
FL08149,6E769,PNQ,DOH,Pune,Doha,Pune Intl,Hamad Intl,2026-08-12,05:45,07:15,1,30,First,F,134743,36
FL08150,9W393,SIN,KUL,Singapore,Kuala Lumpur,Changi,KLIA,2026-04-24,18:30,09:15,14,45,Business,J,37473,120
FL08151,JA409,HKG,JNB,Hong Kong,Johannesburg,Hong Kong Intl,OR Tambo Intl,2026-07-08,17:00,06:45,13,45,First,F,196352,90
FL08152,UK829,HYD,MAA,Hyderabad,Chennai,Rajiv Gandhi Intl,Chennai Intl,2026-06-29,04:00,18:15,14,15,Economy,Y,11588,102
FL08153,SG456,JNB,SIN,Johannesburg,Singapore,OR Tambo Intl,Changi,2026-07-03,01:15,08:15,7,0,Premium Economy,W,30536,100
FL08154,SG741,BLR,LHR,Bangalore,London,Kempegowda Intl,Heathrow,2026-05-22,17:45,04:30,10,45,Business,J,44981,28
FL08155,9W656,DOH,ICN,Doha,Seoul,Hamad Intl,Incheon Intl,2026-07-30,09:30,18:30,9,0,First,F,164472,110
FL08156,UK961,MAA,KUL,Chennai,Kuala Lumpur,Chennai Intl,KLIA,2026-02-27,18:30,06:00,11,30,First,F,182288,19
FL08157,UK509,BOM,NYC,Mumbai,New York,Chhatrapati Shivaji Intl,John F Kennedy Intl,2026-03-15,08:15,17:30,9,15,Premium Economy,W,32470,11
FL08158,JA874,LHR,COK,London,Kochi,Heathrow,Cochin Intl,2026-08-08,07:45,14:15,6,30,First,F,143359,19
FL08159,9W765,ICN,CDG,Seoul,Paris,Incheon Intl,Charles de Gaulle,2026-04-04,13:00,17:15,4,15,Premium Economy,W,28750,1
FL08160,SG172,SYD,GOI,Sydney,Goa,Kingsford Smith,Goa Intl,2026-03-31,02:45,06:15,3,30,First,F,98240,52
FL08161,6E490,DAC,DOH,Dhaka,Doha,Hazrat Shahjalal Intl,Hamad Intl,2026-04-11,13:45,15:15,1,30,Economy,Y,7576,115
FL08162,AI686,SIN,KTM,Singapore,Kathmandu,Changi,Tribhuvan Intl,2026-05-02,14:30,21:45,7,15,Economy,Y,9419,78
FL08163,6E794,COK,JNB,Kochi,Johannesburg,Cochin Intl,OR Tambo Intl,2026-05-23,23:30,14:00,14,30,Premium Economy,W,24613,74
FL08164,9W540,DAC,KTM,Dhaka,Kathmandu,Hazrat Shahjalal Intl,Tribhuvan Intl,2026-07-16,03:00,08:30,5,30,First,F,110981,72
FL08165,AI280,BKK,HYD,Bangkok,Hyderabad,Suvarnabhumi,Rajiv Gandhi Intl,2026-05-09,19:45,02:45,7,0,Economy,Y,13462,115
FL08166,AI220,COK,HYD,Kochi,Hyderabad,Cochin Intl,Rajiv Gandhi Intl,2026-04-14,09:00,12:45,3,45,Economy,Y,12925,76
FL08167,6E213,PNQ,SIN,Pune,Singapore,Pune Intl,Changi,2026-05-26,11:45,20:00,8,15,Premium Economy,W,24051,119
FL08168,G8690,DOH,KTM,Doha,Kathmandu,Hamad Intl,Tribhuvan Intl,2026-04-06,19:30,08:30,13,0,Economy,Y,11510,125
FL08169,AI796,LHR,JNB,London,Johannesburg,Heathrow,OR Tambo Intl,2026-03-24,01:00,07:00,6,0,Economy,Y,10191,77
FL08170,SG517,KTM,DXB,Kathmandu,Dubai,Tribhuvan Intl,Dubai Intl,2026-08-01,21:00,05:15,8,15,First,F,102032,10
FL08171,6E326,AUH,CMB,Abu Dhabi,Colombo,Abu Dhabi Intl,Bandaranaike Intl,2026-04-24,20:45,11:15,14,30,Business,J,36555,64
FL08172,SG449,AUH,PNQ,Abu Dhabi,Pune,Abu Dhabi Intl,Pune Intl,2026-04-27,21:30,03:45,6,15,First,F,108873,24
FL08173,AI465,FRA,BOM,Frankfurt,Mumbai,Frankfurt Intl,Chhatrapati Shivaji Intl,2026-05-06,19:45,21:15,1,30,Economy,Y,3427,119
FL08174,SG602,SYD,GOI,Sydney,Goa,Kingsford Smith,Goa Intl,2026-06-29,14:30,18:00,3,30,Premium Economy,W,33471,39
FL08175,9W733,HYD,MAA,Hyderabad,Chennai,Rajiv Gandhi Intl,Chennai Intl,2026-08-21,04:45,18:15,13,30,First,F,142543,65
FL08176,UK904,MAA,SIN,Chennai,Singapore,Chennai Intl,Changi,2026-03-06,10:45,20:30,9,45,Business,J,64877,68
FL08177,6E387,DAC,KUL,Dhaka,Kuala Lumpur,Hazrat Shahjalal Intl,KLIA,2026-06-19,19:15,04:00,8,45,Economy,Y,10258,15
FL08178,AI869,COK,GOI,Kochi,Goa,Cochin Intl,Goa Intl,2026-07-29,13:00,15:00,2,0,Economy,Y,3928,145
FL08179,JA336,AUH,SYD,Abu Dhabi,Sydney,Abu Dhabi Intl,Kingsford Smith,2026-03-10,09:15,15:45,6,30,Premium Economy,W,27323,138
FL08180,AI994,DAC,NRT,Dhaka,Tokyo,Hazrat Shahjalal Intl,Narita Intl,2026-08-06,21:00,04:00,7,0,Business,J,65800,115
FL08181,9W933,BOM,JNB,Mumbai,Johannesburg,Chhatrapati Shivaji Intl,OR Tambo Intl,2026-02-27,16:15,20:30,4,15,Economy,Y,14040,4
FL08182,AI534,KTM,ICN,Kathmandu,Seoul,Tribhuvan Intl,Incheon Intl,2026-03-22,01:45,09:30,7,45,Economy,Y,7554,63
FL08183,UK927,MAA,SIN,Chennai,Singapore,Chennai Intl,Changi,2026-06-15,03:15,05:30,2,15,Business,J,50365,40
FL08184,9W775,YYZ,HKG,Toronto,Hong Kong,Toronto Pearson,Hong Kong Intl,2026-08-19,19:45,09:00,13,15,First,F,103471,125
FL08185,JA200,HYD,GOI,Hyderabad,Goa,Rajiv Gandhi Intl,Goa Intl,2026-03-13,16:15,17:15,1,0,Premium Economy,W,15714,45
FL08186,UK663,NYC,KTM,New York,Kathmandu,John F Kennedy Intl,Tribhuvan Intl,2026-06-30,20:00,09:00,13,0,Business,J,84166,30
FL08187,6E781,AUH,CMB,Abu Dhabi,Colombo,Abu Dhabi Intl,Bandaranaike Intl,2026-05-03,04:30,10:00,5,30,Premium Economy,W,20373,123
FL08188,6E504,AMD,KUL,Ahmedabad,Kuala Lumpur,Sardar Vallabhbhai Patel Intl,KLIA,2026-03-21,06:45,18:00,11,15,Economy,Y,6496,42
FL08189,JA644,HKG,KTM,Hong Kong,Kathmandu,Hong Kong Intl,Tribhuvan Intl,2026-08-15,11:45,12:45,1,0,Premium Economy,W,15521,150
FL08190,JA177,CCU,MAA,Kolkata,Chennai,Netaji Subhas Intl,Chennai Intl,2026-04-15,23:30,03:00,3,30,Business,J,47428,56
FL08191,UK348,NRT,LHR,Tokyo,London,Narita Intl,Heathrow,2026-05-18,05:15,12:15,7,0,Premium Economy,W,27641,149
FL08192,6E184,CCU,NRT,Kolkata,Tokyo,Netaji Subhas Intl,Narita Intl,2026-03-26,09:00,21:15,12,15,First,F,90907,7
FL08193,9W944,SYD,SIN,Sydney,Singapore,Kingsford Smith,Changi,2026-04-03,00:00,02:15,2,15,Economy,Y,13243,11
FL08194,9W180,BLR,MAA,Bangalore,Chennai,Kempegowda Intl,Chennai Intl,2026-07-10,00:45,09:45,9,0,Economy,Y,6297,105
FL08195,6E321,CCU,NRT,Kolkata,Tokyo,Netaji Subhas Intl,Narita Intl,2026-08-17,20:00,07:00,11,0,Premium Economy,W,20983,148
FL08196,G8884,YYZ,GOI,Toronto,Goa,Toronto Pearson,Goa Intl,2026-06-30,19:45,07:00,11,15,First,F,194519,114
FL08197,UK971,DEL,CMB,New Delhi,Colombo,Indira Gandhi Intl,Bandaranaike Intl,2026-04-02,06:15,10:00,3,45,First,F,197984,118
FL08198,JA114,PNQ,AMD,Pune,Ahmedabad,Pune Intl,Sardar Vallabhbhai Patel Intl,2026-03-07,13:45,15:00,1,15,Economy,Y,14052,109
FL08199,SG886,CCU,BKK,Kolkata,Bangkok,Netaji Subhas Intl,Suvarnabhumi,2026-03-12,17:45,23:45,6,0,First,F,189315,107
FL08200,SG524,NYC,DXB,New York,Dubai,John F Kennedy Intl,Dubai Intl,2026-07-28,15:45,04:00,12,15,Premium Economy,W,18691,107
FL08201,6E963,MAA,GOI,Chennai,Goa,Chennai Intl,Goa Intl,2026-08-05,21:45,04:00,6,15,Economy,Y,10343,61
FL08202,9W649,YYZ,DOH,Toronto,Doha,Toronto Pearson,Hamad Intl,2026-07-23,04:30,10:15,5,45,Economy,Y,12433,137
FL08203,JA431,JNB,PNQ,Johannesburg,Pune,OR Tambo Intl,Pune Intl,2026-03-17,08:15,10:30,2,15,Economy,Y,4450,65
FL08204,9W387,PNQ,JNB,Pune,Johannesburg,Pune Intl,OR Tambo Intl,2026-05-21,03:15,06:15,3,0,Premium Economy,W,31210,17
FL08205,UK100,NRT,KUL,Tokyo,Kuala Lumpur,Narita Intl,KLIA,2026-03-20,15:30,20:15,4,45,Premium Economy,W,15116,25
FL08206,AI559,PEK,CMB,Beijing,Colombo,Beijing Capital,Bandaranaike Intl,2026-07-15,22:00,05:00,7,0,Premium Economy,W,32353,131
FL08207,G8352,HYD,DOH,Hyderabad,Doha,Rajiv Gandhi Intl,Hamad Intl,2026-08-08,23:45,08:45,9,0,Premium Economy,W,26438,144
FL08208,6E419,DEL,AUH,New Delhi,Abu Dhabi,Indira Gandhi Intl,Abu Dhabi Intl,2026-06-25,13:45,04:30,14,45,Business,J,81241,22
FL08209,AI143,NRT,HKG,Tokyo,Hong Kong,Narita Intl,Hong Kong Intl,2026-07-31,11:30,20:00,8,30,First,F,117899,79
FL08210,AI181,GOI,COK,Goa,Kochi,Goa Intl,Cochin Intl,2026-05-31,00:15,09:00,8,45,Premium Economy,W,30587,41
FL08211,SG791,LHR,DAC,London,Dhaka,Heathrow,Hazrat Shahjalal Intl,2026-06-16,14:15,02:00,11,45,Premium Economy,W,17832,131
FL08212,UK126,CMB,DEL,Colombo,New Delhi,Bandaranaike Intl,Indira Gandhi Intl,2026-06-03,04:30,10:30,6,0,Economy,Y,6367,52
FL08213,SG918,COK,HYD,Kochi,Hyderabad,Cochin Intl,Rajiv Gandhi Intl,2026-06-30,03:15,12:00,8,45,First,F,146470,63
FL08214,9W387,PNQ,YYZ,Pune,Toronto,Pune Intl,Toronto Pearson,2026-04-30,19:30,02:45,7,15,Economy,Y,5589,64
FL08215,SG461,SIN,BOM,Singapore,Mumbai,Changi,Chhatrapati Shivaji Intl,2026-08-24,07:30,15:45,8,15,Premium Economy,W,20908,34
FL08216,AI668,CCU,COK,Kolkata,Kochi,Netaji Subhas Intl,Cochin Intl,2026-05-12,22:00,09:45,11,45,Business,J,62385,100
FL08217,6E665,CMB,HYD,Colombo,Hyderabad,Bandaranaike Intl,Rajiv Gandhi Intl,2026-04-10,08:00,10:00,2,0,Economy,Y,11891,66
FL08218,UK418,YYZ,COK,Toronto,Kochi,Toronto Pearson,Cochin Intl,2026-05-06,20:30,03:00,6,30,Premium Economy,W,16615,40
FL08219,9W883,DEL,YYZ,New Delhi,Toronto,Indira Gandhi Intl,Toronto Pearson,2026-03-06,17:00,06:45,13,45,Business,J,80909,114
FL08220,SG412,NRT,YYZ,Tokyo,Toronto,Narita Intl,Toronto Pearson,2026-07-26,21:00,06:45,9,45,Premium Economy,W,29607,110
FL08221,SG812,NRT,GOI,Tokyo,Goa,Narita Intl,Goa Intl,2026-07-12,05:00,06:00,1,0,Business,J,49812,103
FL08222,AI729,HKG,AMD,Hong Kong,Ahmedabad,Hong Kong Intl,Sardar Vallabhbhai Patel Intl,2026-04-21,11:30,16:30,5,0,Premium Economy,W,33733,110
FL08223,JA505,FRA,DEL,Frankfurt,New Delhi,Frankfurt Intl,Indira Gandhi Intl,2026-03-06,03:00,07:15,4,15,Economy,Y,7544,84
FL08224,6E476,FRA,PNQ,Frankfurt,Pune,Frankfurt Intl,Pune Intl,2026-05-30,08:45,17:45,9,0,Premium Economy,W,31105,130
FL08225,JA530,COK,JNB,Kochi,Johannesburg,Cochin Intl,OR Tambo Intl,2026-07-29,01:45,10:45,9,0,First,F,135609,139
FL08226,AI401,DAC,JNB,Dhaka,Johannesburg,Hazrat Shahjalal Intl,OR Tambo Intl,2026-04-05,23:00,01:00,2,0,First,F,98551,131
FL08227,UK481,SIN,PNQ,Singapore,Pune,Changi,Pune Intl,2026-04-08,18:30,03:00,8,30,Business,J,59598,109
FL08228,SG334,AUH,PEK,Abu Dhabi,Beijing,Abu Dhabi Intl,Beijing Capital,2026-05-08,11:30,18:15,6,45,Economy,Y,8713,107
FL08229,G8297,AMD,COK,Ahmedabad,Kochi,Sardar Vallabhbhai Patel Intl,Cochin Intl,2026-05-30,17:30,07:45,14,15,Business,J,59578,60
FL08230,6E668,PEK,DXB,Beijing,Dubai,Beijing Capital,Dubai Intl,2026-05-25,12:45,15:15,2,30,Economy,Y,10693,119
FL08231,SG109,NRT,AMD,Tokyo,Ahmedabad,Narita Intl,Sardar Vallabhbhai Patel Intl,2026-04-08,08:45,10:30,1,45,Economy,Y,8450,54
FL08232,6E397,DXB,DOH,Dubai,Doha,Dubai Intl,Hamad Intl,2026-06-22,09:45,17:30,7,45,Premium Economy,W,29324,75
FL08233,G8105,BKK,CDG,Bangkok,Paris,Suvarnabhumi,Charles de Gaulle,2026-04-05,18:15,00:30,6,15,First,F,143714,66
FL08234,G8477,JNB,DAC,Johannesburg,Dhaka,OR Tambo Intl,Hazrat Shahjalal Intl,2026-06-06,18:15,04:30,10,15,First,F,181880,72
FL08235,9W683,BOM,SIN,Mumbai,Singapore,Chhatrapati Shivaji Intl,Changi,2026-08-06,03:30,05:45,2,15,Business,J,47908,85
FL08236,9W388,HYD,CCU,Hyderabad,Kolkata,Rajiv Gandhi Intl,Netaji Subhas Intl,2026-08-21,18:15,06:30,12,15,Business,J,53768,3
FL08237,SG489,GOI,SYD,Goa,Sydney,Goa Intl,Kingsford Smith,2026-05-23,01:15,09:15,8,0,Premium Economy,W,28186,103
FL08238,JA425,CMB,NYC,Colombo,New York,Bandaranaike Intl,John F Kennedy Intl,2026-06-14,11:45,22:30,10,45,First,F,144287,34
FL08239,9W399,GOI,COK,Goa,Kochi,Goa Intl,Cochin Intl,2026-08-07,10:45,19:30,8,45,Premium Economy,W,18867,91
FL08240,JA289,KUL,CDG,Kuala Lumpur,Paris,KLIA,Charles de Gaulle,2026-05-08,03:45,07:00,3,15,Economy,Y,13740,17
FL08241,JA957,CDG,DAC,Paris,Dhaka,Charles de Gaulle,Hazrat Shahjalal Intl,2026-08-06,09:00,17:15,8,15,Economy,Y,11418,56
FL08242,JA633,DEL,HYD,New Delhi,Hyderabad,Indira Gandhi Intl,Rajiv Gandhi Intl,2026-06-04,01:30,03:00,1,30,Economy,Y,9158,112
